arrest,beat,block,community_area,description,district,domestic,fbi_code,iucr,location_description,location_type,primary_type,ward,year
,,100XX S MAY ST,,,,,,,,,,,
,,100XX S MICHIGAN AVE,,,,,,,,,,,
,,100XX S MORGAN ST,,,,,,,,,,,
,,100XX S NORMAL AVE,,,,,,,,,,,
,,100XX S OAKLEY AVE,,,,,,,,,,,
,,100XX S OGLESBY AVE,,,,,,,,,,,
,,100XX S PARNELL AVE,,,,,,,,,,,
,,100XX S PAXTON AVE,,,,,,,,,,,
,,100XX S PEORIA ST,,,,,,,,,,,
,,100XX S PERRY AVE,,,,,,,,,,,
,,100XX S PRAIRIE AVE,,,,,,,,,,,
,,100XX S PRINCETON AVE,,,,,,,,,,,
,,100XX S PROSPECT AVE,,,,,,,,,,,
,,100XX S PULASKI RD,,,,,,,,,,,
,,100XX S RACINE AVE,,,,,,,,,,,
,,100XX S RHODES AVE,,,,,,,,,,,
,,100XX S SANGAMON ST,,,,,,,,,,,
,,100XX S ST LAWRENCE AVE,,,,,,,,,,,
,,100XX S STATE ST,,,,,,,,,,,
,,100XX S TORRENCE AVE,,,,,,,,,,,
,,100XX S UNION AVE,,,,,,,,,,,
,,100XX S VAN VLISSINGEN RD,,,,,,,,,,,
,,100XX S VERNON AVE,,,,,,,,,,,
,,100XX S VINCENNES AVE,,,,,,,,,,,
,,100XX S WALLACE ST,,,,,,,,,,,
,,100XX S WENTWORTH AVE,,,,,,,,,,,
,,100XX S WESTERN AVE,,,,,,,,,,,
,,100XX S WOOD ST,,,,,,,,,,,
,,100XX S WOODLAWN AVE,,,,,,,,,,,
,,100XX S YALE AVE,,,,,,,,,,,
,,100XX S YATES AVE,,,,,,,,,,,
,,100XX W OHARE ST,,,,,,,,,,,
,,101XX S ABERDEEN ST,,,,,,,,,,,
,,101XX S ARTESIAN AVE,,,,,,,,,,,
,,101XX S AVENUE L,,,,,,,,,,,
,,101XX S AVENUE M,,,,,,,,,,,
,,101XX S AVENUE N,,,,,,,,,,,
,,101XX S BELL AVE,,,,,,,,,,,
,,101XX S BENSLEY AVE,,,,,,,,,,,
,,101XX S BEVERLY AVE,,,,,,,,,,,
,,101XX S CALHOUN AVE,,,,,,,,,,,
,,101XX S CALIFORNIA AVE,,,,,,,,,,,
,,101XX S CALUMET AVE,,,,,,,,,,,
,,101XX S CARPENTER ST,,,,,,,,,,,
,,101XX S CHARLES ST,,,,,,,,,,,
,,101XX S COMMERCIAL AVE,,,,,,,,,,,
,,101XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,101XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,101XX S EBERHART AVE,,,,,,,,,,,
,,101XX S EGGLESTON AVE,,,,,,,,,,,
,,101XX S ELIZABETH ST,,,,,,,,,,,
,,101XX S EMERALD AVE,,,,,,,,,,,
,,101XX S ESCANABA AVE,,,,,,,,,,,
,,101XX S EWING AVE,,,,,,,,,,,
,,101XX S EXCHANGE AVE,,,,,,,,,,,
,,101XX S FOREST AVE,,,,,,,,,,,
,,101XX S GREEN ST,,,,,,,,,,,
,,101XX S HALSTED ST,,,,,,,,,,,
,,101XX S HARDING AVE,,,,,,,,,,,
,,101XX S HOXIE AVE,,,,,,,,,,,
,,101XX S HOYNE AVE,,,,,,,,,,,
,,101XX S INDIANA AVE,,,,,,,,,,,
,,101XX S LA SALLE ST,,,,,,,,,,,
,,101XX S LAFAYETTE AVE,,,,,,,,,,,
,,101XX S LEAVITT ST,,,,,,,,,,,
,,101XX S LONGWOOD DR,,,,,,,,,,,
,,101XX S LOWE AVE,,,,,,,,,,,
,,101XX S LUELLA AVE,,,,,,,,,,,
,,101XX S MALTA ST,,,,,,,,,,,
,,101XX S MAY ST,,,,,,,,,,,
,,101XX S MICHIGAN AVE,,,,,,,,,,,
,,101XX S MORGAN ST,,,,,,,,,,,
,,101XX S NORMAL AVE,,,,,,,,,,,
,,101XX S OGLESBY AVE,,,,,,,,,,,
,,101XX S PARNELL AVE,,,,,,,,,,,
,,101XX S PAXTON AVE,,,,,,,,,,,
,,101XX S PEORIA ST,,,,,,,,,,,
,,101XX S PERRY AVE,,,,,,,,,,,
,,101XX S PRAIRIE AVE,,,,,,,,,,,
,,101XX S PRINCETON AVE,,,,,,,,,,,
,,101XX S PROSPECT AVE,,,,,,,,,,,
,,101XX S RACINE AVE,,,,,,,,,,,
,,101XX S RHODES AVE,,,,,,,,,,,
,,101XX S SANGAMON ST,,,,,,,,,,,
,,101XX S SPRINGFIELD AVE,,,,,,,,,,,
,,101XX S ST LAWRENCE AVE,,,,,,,,,,,
,,101XX S STATE ST,,,,,,,,,,,
,,101XX S STONY ISLAND AVE,,,,,,,,,,,
,,101XX S TORRENCE AVE,,,,,,,,,,,
,,101XX S UNION AVE,,,,,,,,,,,
,,101XX S VERNON AVE,,,,,,,,,,,
,,101XX S VINCENNES AVE,,,,,,,,,,,
,,101XX S WALLACE ST,,,,,,,,,,,
,,101XX S WASHTENAW AVE,,,,,,,,,,,
,,101XX S WENTWORTH AVE,,,,,,,,,,,
,,101XX S WESTERN AVE,,,,,,,,,,,
,,101XX S WINSTON AVE,,,,,,,,,,,
,,101XX S WOOD ST,,,,,,,,,,,
,,101XX S YALE AVE,,,,,,,,,,,
,,101XX S YATES AVE,,,,,,,,,,,
,,101XX W KENNEDY EXPY IB,,,,,,,,,,,
,,102XX S ABERDEEN ST,,,,,,,,,,,
,,102XX S AVENUE G,,,,,,,,,,,
,,102XX S AVENUE H,,,,,,,,,,,
,,102XX S AVENUE J,,,,,,,,,,,
,,102XX S AVENUE L,,,,,,,,,,,
,,102XX S AVENUE M,,,,,,,,,,,
,,102XX S AVENUE N,,,,,,,,,,,
,,102XX S AVENUE O,,,,,,,,,,,
,,102XX S BELL AVE,,,,,,,,,,,
,,102XX S BENSLEY AVE,,,,,,,,,,,
,,102XX S BEVERLY AVE,,,,,,,,,,,
,,102XX S CALHOUN AVE,,,,,,,,,,,
,,102XX S CALUMET AVE,,,,,,,,,,,
,,102XX S CARPENTER ST,,,,,,,,,,,
,,102XX S COMMERCIAL AVE,,,,,,,,,,,
,,102XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,102XX S CRANDON AVE,,,,,,,,,,,
,,102XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,102XX S EBERHART AVE,,,,,,,,,,,
,,102XX S ELIZABETH ST,,,,,,,,,,,
,,102XX S EMERALD AVE,,,,,,,,,,,
,,102XX S EWING AVE,,,,,,,,,,,
,,102XX S FOREST AVE,,,,,,,,,,,
,,102XX S GREEN ST,,,,,,,,,,,
,,102XX S HALSTED ST,,,,,,,,,,,
,,102XX S HARDING AVE,,,,,,,,,,,
,,102XX S HOXIE AVE,,,,,,,,,,,
,,102XX S INDIANA AVE,,,,,,,,,,,
,,102XX S INDIANAPOLIS AVE,,,,,,,,,,,
,,102XX S LA SALLE ST,,,,,,,,,,,
,,102XX S LAFAYETTE AVE,,,,,,,,,,,
,,102XX S LEAVITT ST,,,,,,,,,,,
,,102XX S LOWE AVE,,,,,,,,,,,
,,102XX S MAY ST,,,,,,,,,,,
,,102XX S MICHIGAN AVE,,,,,,,,,,,
,,102XX S MORGAN ST,,,,,,,,,,,
,,102XX S NORMAL AVE,,,,,,,,,,,
,,102XX S OAKLEY AVE,,,,,,,,,,,
,,102XX S OGLESBY AVE,,,,,,,,,,,
,,102XX S PARNELL AVE,,,,,,,,,,,
,,102XX S PEORIA ST,,,,,,,,,,,
,,102XX S PERRY AVE,,,,,,,,,,,
,,102XX S PRAIRIE AVE,,,,,,,,,,,
,,102XX S PRINCETON AVE,,,,,,,,,,,
,,102XX S PROSPECT AVE,,,,,,,,,,,
,,102XX S RACINE AVE,,,,,,,,,,,
,,102XX S RHODES AVE,,,,,,,,,,,
,,102XX S SANGAMON ST,,,,,,,,,,,
,,102XX S ST LAWRENCE AVE,,,,,,,,,,,
,,102XX S STATE ST,,,,,,,,,,,
,,102XX S STONY ISLAND AVE,,,,,,,,,,,
,,102XX S UNION AVE,,,,,,,,,,,
,,102XX S VAN VLISSINGEN RD,,,,,,,,,,,
,,102XX S VERNON AVE,,,,,,,,,,,
,,102XX S VINCENNES AVE,,,,,,,,,,,
,,102XX S WALDEN PKWY,,,,,,,,,,,
,,102XX S WALLACE ST,,,,,,,,,,,
,,102XX S WENTWORTH AVE,,,,,,,,,,,
,,102XX S WESTERN AVE,,,,,,,,,,,
,,102XX S WHIPPLE ST,,,,,,,,,,,
,,102XX S YALE AVE,,,,,,,,,,,
,,102XX S YATES AVE,,,,,,,,,,,
,,103XX S ABERDEEN ST,,,,,,,,,,,
,,103XX S ARTESIAN AVE,,,,,,,,,,,
,,103XX S AVENUE F,,,,,,,,,,,
,,103XX S AVENUE G,,,,,,,,,,,
,,103XX S AVENUE H,,,,,,,,,,,
,,103XX S AVENUE J,,,,,,,,,,,
,,103XX S AVENUE L,,,,,,,,,,,
,,103XX S AVENUE M,,,,,,,,,,,
,,103XX S AVENUE N,,,,,,,,,,,
,,103XX S AVENUE O,,,,,,,,,,,
,,103XX S BENSLEY AVE,,,,,,,,,,,
,,103XX S CALHOUN AVE,,,,,,,,,,,
,,103XX S CALUMET AVE,,,,,,,,,,,
,,103XX S CAMPBELL AVE,,,,,,,,,,,
,,103XX S CENTRAL PARK AVE,,,,,,,,,,,
,,103XX S CHARLES ST,,,,,,,,,,,
,,103XX S CHURCH ST,,,,,,,,,,,
,,103XX S COMMERCIAL AVE,,,,,,,,,,,
,,103XX S CORLISS AVE,,,,,,,,,,,
,,103XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,103XX S CRANDON AVE,,,,,,,,,,,
,,103XX S DAUPHIN AVE,,,,,,,,,,,
,,103XX S DOTY AVE E,,,,,,,,,,,
,,103XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,103XX S EBERHART AVE,,,,,,,,,,,
,,103XX S ELIZABETH ST,,,,,,,,,,,
,,103XX S EMERALD AVE,,,,,,,,,,,
,,103XX S EWING AVE,,,,,,,,,,,
,,103XX S FAIRFIELD AVE,,,,,,,,,,,
,,103XX S FOREST AVE,,,,,,,,,,,
,,103XX S GREEN BAY AVE,,,,,,,,,,,
,,103XX S GREEN ST,,,,,,,,,,,
,,103XX S HALE AVE,,,,,,,,,,,
,,103XX S HALSTED ST,,,,,,,,,,,
,,103XX S HAMILTON AVE,,,,,,,,,,,
,,103XX S HARPER AVE,,,,,,,,,,,
,,103XX S HOMAN AVE,,,,,,,,,,,
,,103XX S HOXIE AVE,,,,,,,,,,,
,,103XX S HOYNE AVE,,,,,,,,,,,
,,103XX S INDIANA AVE,,,,,,,,,,,
,,103XX S INDIANAPOLIS AVE,,,,,,,,,,,
,,103XX S KEDZIE AVE,,,,,,,,,,,
,,103XX S LOWE AVE,,,,,,,,,,,
,,103XX S LUELLA AVE,,,,,,,,,,,
,,103XX S MAPLEWOOD AVE,,,,,,,,,,,
,,103XX S MICHIGAN AVE,,,,,,,,,,,
,,103XX S MORGAN ST,,,,,,,,,,,
,,103XX S MUSKEGON AVE,,,,,,,,,,,
,,103XX S NORMAL AVE,,,,,,,,,,,
,,103XX S OGLESBY AVE,,,,,,,,,,,
,,103XX S PEORIA ST,,,,,,,,,,,
,,103XX S PRAIRIE AVE,,,,,,,,,,,
,,103XX S PRINCETON AVE,,,,,,,,,,,
,,103XX S PROSPECT AVE,,,,,,,,,,,
,,103XX S PULASKI RD,,,,,,,,,,,
,,103XX S RACINE AVE,,,,,,,,,,,
,,103XX S RHODES AVE,,,,,,,,,,,
,,103XX S SANGAMON ST,,,,,,,,,,,
,,103XX S SAWYER AVE,,,,,,,,,,,
,,103XX S SEELEY AVE,,,,,,,,,,,
,,103XX S SPAULDING AVE,,,,,,,,,,,
,,103XX S STATE ST,,,,,,,,,,,
,,103XX S STONY ISLAND EXT AVE,,,,,,,,,,,
,,103XX S TALMAN AVE,,,,,,,,,,,
,,103XX S TORRENCE AVE,,,,,,,,,,,
,,103XX S TROY ST,,,,,,,,,,,
,,103XX S TRUMBULL AVE,,,,,,,,,,,
,,103XX S UNION AVE,,,,,,,,,,,
,,103XX S VERNON AVE,,,,,,,,,,,
,,103XX S VINCENNES AVE,,,,,,,,,,,
,,103XX S WABASH AVE,,,,,,,,,,,
,,103XX S WALDEN PKWY,,,,,,,,,,,
,,103XX S WALLACE ST,,,,,,,,,,,
,,103XX S WENTWORTH AVE,,,,,,,,,,,
,,103XX S WESTERN AVE,,,,,,,,,,,
,,103XX S WOODLAWN AVE,,,,,,,,,,,
,,104XX S ABERDEEN ST,,,,,,,,,,,
,,104XX S ALBANY AVE,,,,,,,,,,,
,,104XX S ARTESIAN AVE,,,,,,,,,,,
,,104XX S AVENUE E,,,,,,,,,,,
,,104XX S AVENUE F,,,,,,,,,,,
,,104XX S AVENUE G,,,,,,,,,,,
,,104XX S AVENUE H,,,,,,,,,,,
,,104XX S AVENUE J,,,,,,,,,,,
,,104XX S AVENUE L,,,,,,,,,,,
,,104XX S AVENUE M,,,,,,,,,,,
,,104XX S AVENUE N,,,,,,,,,,,
,,104XX S BELL AVE,,,,,,,,,,,
,,104XX S BENSLEY AVE,,,,,,,,,,,
,,104XX S CALHOUN AVE,,,,,,,,,,,
,,104XX S CALUMET AVE,,,,,,,,,,,
,,104XX S CAMPBELL AVE,,,,,,,,,,,
,,104XX S CENTRAL PARK AVE,,,,,,,,,,,
,,104XX S CHARLES ST,,,,,,,,,,,
,,104XX S CHRISTIANA AVE,,,,,,,,,,,
,,104XX S CHURCH ST,,,,,,,,,,,
,,104XX S CLAREMONT AVE,,,,,,,,,,,
,,104XX S CORLISS AVE,,,,,,,,,,,
,,104XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,104XX S DAUPHIN AVE,,,,,,,,,,,
,,104XX S DOTY AVE E,,,,,,,,,,,
,,104XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,104XX S EBERHART AVE,,,,,,,,,,,
,,104XX S EGGLESTON AVE,,,,,,,,,,,
,,104XX S EMERALD AVE,,,,,,,,,,,
,,104XX S EWING AVE,,,,,,,,,,,
,,104XX S FOREST AVE,,,,,,,,,,,
,,104XX S GREEN BAY AVE,,,,,,,,,,,
,,104XX S GREEN ST,,,,,,,,,,,
,,104XX S HALE AVE,,,,,,,,,,,
,,104XX S HAMILTON AVE,,,,,,,,,,,
,,104XX S HAMLIN AVE,,,,,,,,,,,
,,104XX S HARDING AVE,,,,,,,,,,,
,,104XX S HOXIE AVE,,,,,,,,,,,
,,104XX S INDIANA AVE,,,,,,,,,,,
,,104XX S LAWNDALE AVE,,,,,,,,,,,
,,104XX S LEAVITT ST,,,,,,,,,,,
,,104XX S MARYLAND AVE,,,,,,,,,,,
,,104XX S MICHIGAN AVE,,,,,,,,,,,
,,104XX S MORGAN ST,,,,,,,,,,,
,,104XX S MUSKEGON AVE,,,,,,,,,,,
,,104XX S NORMAL AVE,,,,,,,,,,,
,,104XX S OAKLEY AVE,,,,,,,,,,,
,,104XX S OGLESBY AVE,,,,,,,,,,,
,,104XX S PARNELL AVE,,,,,,,,,,,
,,104XX S PEORIA ST,,,,,,,,,,,
,,104XX S PRAIRIE AVE,,,,,,,,,,,
,,104XX S PROSPECT AVE,,,,,,,,,,,
,,104XX S RACINE AVE,,,,,,,,,,,
,,104XX S RHODES AVE,,,,,,,,,,,
,,104XX S SACRAMENTO AVE,,,,,,,,,,,
,,104XX S SANGAMON ST,,,,,,,,,,,
,,104XX S SAWYER AVE,,,,,,,,,,,
,,104XX S SEELEY AVE,,,,,,,,,,,
,,104XX S SPAULDING AVE,,,,,,,,,,,
,,104XX S SPRINGFIELD AVE,,,,,,,,,,,
,,104XX S ST LOUIS AVE,,,,,,,,,,,
,,104XX S STATE ST,,,,,,,,,,,
,,104XX S TORRENCE AVE,,,,,,,,,,,
,,104XX S TROY ST,,,,,,,,,,,
,,104XX S TRUMBULL AVE,,,,,,,,,,,
,,104XX S VERNON AVE,,,,,,,,,,,
,,104XX S WABASH AVE,,,,,,,,,,,
,,104XX S WALDEN PKWY,,,,,,,,,,,
,,104XX S WALLACE ST,,,,,,,,,,,
,,104XX S WENTWORTH AVE,,,,,,,,,,,
,,104XX S WESTERN AVE,,,,,,,,,,,
,,104XX S WOOD ST,,,,,,,,,,,
,,105XX S ABERDEEN ST,,,,,,,,,,,
,,105XX S ALBANY AVE,,,,,,,,,,,
,,105XX S ARTESIAN AVE,,,,,,,,,,,
,,105XX S AVENUE B,,,,,,,,,,,
,,105XX S AVENUE E,,,,,,,,,,,
,,105XX S AVENUE F,,,,,,,,,,,
,,105XX S AVENUE H,,,,,,,,,,,
,,105XX S AVENUE J,,,,,,,,,,,
,,105XX S AVENUE L,,,,,,,,,,,
,,105XX S AVENUE M,,,,,,,,,,,
,,105XX S AVENUE N,,,,,,,,,,,
,,105XX S AVENUE O,,,,,,,,,,,
,,105XX S BENSLEY AVE,,,,,,,,,,,
,,105XX S CALHOUN AVE,,,,,,,,,,,
,,105XX S CALUMET AVE,,,,,,,,,,,
,,105XX S CENTRAL PARK AVE,,,,,,,,,,,
,,105XX S CLAREMONT AVE,,,,,,,,,,,
,,105XX S CORLISS AVE,,,,,,,,,,,
,,105XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,105XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,105XX S DRAKE AVE,,,,,,,,,,,
,,105XX S EBERHART AVE,,,,,,,,,,,
,,105XX S EDBROOKE AVE,,,,,,,,,,,
,,105XX S EGGLESTON AVE,,,,,,,,,,,
,,105XX S EMERALD AVE,,,,,,,,,,,
,,105XX S EWING AVE,,,,,,,,,,,
,,105XX S FOREST AVE,,,,,,,,,,,
,,105XX S GREEN BAY AVE,,,,,,,,,,,
,,105XX S GREEN ST,,,,,,,,,,,
,,105XX S HALE AVE,,,,,,,,,,,
,,105XX S HALSTED ST,,,,,,,,,,,
,,105XX S HAMILTON AVE,,,,,,,,,,,
,,105XX S HAMLIN AVE,,,,,,,,,,,
,,105XX S HOXIE AVE,,,,,,,,,,,
,,105XX S INDIANA AVE,,,,,,,,,,,
,,105XX S INDIANAPOLIS AVE,,,,,,,,,,,
,,105XX S KEDZIE AVE,,,,,,,,,,,
,,105XX S LA SALLE ST,,,,,,,,,,,
,,105XX S LAFAYETTE AVE,,,,,,,,,,,
,,105XX S LANGLEY AVE,,,,,,,,,,,
,,105XX S LAWNDALE AVE,,,,,,,,,,,
,,105XX S LEAVITT ST,,,,,,,,,,,
,,105XX S LONGWOOD DR,,,,,,,,,,,
,,105XX S LOWE AVE,,,,,,,,,,,
,,105XX S MAPLEWOOD AVE,,,,,,,,,,,
,,105XX S MARTIN ST,,,,,,,,,,,
,,105XX S MARYLAND AVE,,,,,,,,,,,
,,105XX S MAY ST,,,,,,,,,,,
,,105XX S MICHIGAN AVE,,,,,,,,,,,
,,105XX S MILLARD AVE,,,,,,,,,,,
,,105XX S MORGAN ST,,,,,,,,,,,
,,105XX S NORMAL AVE,,,,,,,,,,,
,,105XX S OAKLEY AVE,,,,,,,,,,,
,,105XX S OGLESBY AVE,,,,,,,,,,,
,,105XX S PARNELL AVE,,,,,,,,,,,
,,105XX S PEORIA ST,,,,,,,,,,,
,,105XX S PERRY AVE,,,,,,,,,,,
,,105XX S PRAIRIE AVE,,,,,,,,,,,
,,105XX S RACINE AVE,,,,,,,,,,,
,,105XX S RHODES AVE,,,,,,,,,,,
,,105XX S RIDGEWAY AVE,,,,,,,,,,,
,,105XX S SACRAMENTO AVE,,,,,,,,,,,
,,105XX S SANGAMON ST,,,,,,,,,,,
,,105XX S SEELEY AVE,,,,,,,,,,,
,,105XX S STATE ST,,,,,,,,,,,
,,105XX S TALMAN AVE,,,,,,,,,,,
,,105XX S THROOP ST,,,,,,,,,,,
,,105XX S TORRENCE AVE,,,,,,,,,,,
,,105XX S TROY ST,,,,,,,,,,,
,,105XX S UNION AVE,,,,,,,,,,,
,,105XX S VERNON AVE,,,,,,,,,,,
,,105XX S VINCENNES AVE,,,,,,,,,,,
,,105XX S WABASH AVE,,,,,,,,,,,
,,105XX S WALDEN PKWY,,,,,,,,,,,
,,105XX S WALLACE ST,,,,,,,,,,,
,,105XX S WENTWORTH AVE,,,,,,,,,,,
,,105XX S WESTERN AVE,,,,,,,,,,,
,,105XX S WHIPPLE ST,,,,,,,,,,,
,,105XX S WOOD ST,,,,,,,,,,,
,,105XX S YATES AVE,,,,,,,,,,,
,,106XX S ABERDEEN ST,,,,,,,,,,,
,,106XX S ALBANY AVE,,,,,,,,,,,
,,106XX S ARTESIAN AVE,,,,,,,,,,,
,,106XX S AVENUE B,,,,,,,,,,,
,,106XX S AVENUE C,,,,,,,,,,,
,,106XX S AVENUE E,,,,,,,,,,,
,,106XX S AVENUE G,,,,,,,,,,,
,,106XX S AVENUE J,,,,,,,,,,,
,,106XX S AVENUE L,,,,,,,,,,,
,,106XX S AVENUE M,,,,,,,,,,,
,,106XX S AVENUE O,,,,,,,,,,,
,,106XX S BENSLEY AVE,,,,,,,,,,,
,,106XX S BUFFALO AVE,,,,,,,,,,,
,,106XX S CALHOUN AVE,,,,,,,,,,,
,,106XX S CALUMET AVE,,,,,,,,,,,
,,106XX S CAMPBELL AVE,,,,,,,,,,,
,,106XX S CHAMPLAIN AVE,,,,,,,,,,,
,,106XX S CHURCH ST,,,,,,,,,,,
,,106XX S CLAREMONT AVE,,,,,,,,,,,
,,106XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,106XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,106XX S DREW ST,,,,,,,,,,,
,,106XX S EBERHART AVE,,,,,,,,,,,
,,106XX S EDBROOKE AVE,,,,,,,,,,,
,,106XX S EGGLESTON AVE,,,,,,,,,,,
,,106XX S EMERALD AVE,,,,,,,,,,,
,,106XX S EWING AVE,,,,,,,,,,,
,,106XX S FOREST AVE,,,,,,,,,,,
,,106XX S GREEN BAY AVE,,,,,,,,,,,
,,106XX S GREEN ST,,,,,,,,,,,
,,106XX S HALE AVE,,,,,,,,,,,
,,106XX S HALSTED ST,,,,,,,,,,,
,,106XX S HAMILTON AVE,,,,,,,,,,,
,,106XX S HOMAN AVE,,,,,,,,,,,
,,106XX S HOXIE AVE,,,,,,,,,,,
,,106XX S INDIANA AVE,,,,,,,,,,,
,,106XX S KEDZIE AVE,,,,,,,,,,,
,,106XX S LA SALLE ST,,,,,,,,,,,
,,106XX S LAFAYETTE AVE,,,,,,,,,,,
,,106XX S LANGLEY AVE,,,,,,,,,,,
,,106XX S LEAVITT ST,,,,,,,,,,,
,,106XX S LONGWOOD DR,,,,,,,,,,,
,,106XX S LOWE AVE,,,,,,,,,,,
,,106XX S MACKINAW AVE,,,,,,,,,,,
,,106XX S MAPLEWOOD AVE,,,,,,,,,,,
,,106XX S MARTIN ST,,,,,,,,,,,
,,106XX S MAY ST,,,,,,,,,,,
,,106XX S MICHIGAN AVE,,,,,,,,,,,
,,106XX S NORMAL AVE,,,,,,,,,,,
,,106XX S OAKLEY AVE,,,,,,,,,,,
,,106XX S OGLESBY AVE,,,,,,,,,,,
,,106XX S PARNELL AVE,,,,,,,,,,,
,,106XX S PEORIA ST,,,,,,,,,,,
,,106XX S PERRY AVE,,,,,,,,,,,
,,106XX S PRAIRIE AVE,,,,,,,,,,,
,,106XX S PULASKI RD,,,,,,,,,,,
,,106XX S RACINE AVE,,,,,,,,,,,
,,106XX S RHODES AVE,,,,,,,,,,,
,,106XX S RIDGEWAY AVE,,,,,,,,,,,
,,106XX S SANGAMON ST,,,,,,,,,,,
,,106XX S SAWYER AVE,,,,,,,,,,,
,,106XX S SPAULDING AVE,,,,,,,,,,,
,,106XX S ST LOUIS AVE,,,,,,,,,,,
,,106XX S STATE LINE RD,,,,,,,,,,,
,,106XX S STATE ST,,,,,,,,,,,
,,106XX S TALMAN AVE,,,,,,,,,,,
,,106XX S TORRENCE AVE,,,,,,,,,,,
,,106XX S TROY ST,,,,,,,,,,,
,,106XX S UNION AVE,,,,,,,,,,,
,,106XX S VERNON AVE,,,,,,,,,,,
,,106XX S VINCENNES AVE,,,,,,,,,,,
,,106XX S WABASH AVE,,,,,,,,,,,
,,106XX S WALDEN PKWY,,,,,,,,,,,
,,106XX S WALLACE ST,,,,,,,,,,,
,,106XX S WENTWORTH AVE,,,,,,,,,,,
,,106XX S WESTERN AVE,,,,,,,,,,,
,,106XX S WHIPPLE ST,,,,,,,,,,,
,,106XX S YATES AVE,,,,,,,,,,,
,,107XX S ARTESIAN AVE,,,,,,,,,,,
,,107XX S AVENUE B,,,,,,,,,,,
,,107XX S AVENUE C,,,,,,,,,,,
,,107XX S AVENUE F,,,,,,,,,,,
,,107XX S AVENUE J,,,,,,,,,,,
,,107XX S AVENUE L,,,,,,,,,,,
,,107XX S AVENUE M,,,,,,,,,,,
,,107XX S AVENUE N,,,,,,,,,,,
,,107XX S AVENUE O,,,,,,,,,,,
,,107XX S AVERS AVE,,,,,,,,,,,
,,107XX S BENSLEY AVE,,,,,,,,,,,
,,107XX S BEVERLY AVE,,,,,,,,,,,
,,107XX S BUFFALO AVE,,,,,,,,,,,
,,107XX S BURLEY AVE,,,,,,,,,,,
,,107XX S CALHOUN AVE,,,,,,,,,,,
,,107XX S CALUMET AVE,,,,,,,,,,,
,,107XX S CAMPBELL AVE,,,,,,,,,,,
,,107XX S CENTRAL PARK AVE,,,,,,,,,,,
,,107XX S CHAMPLAIN AVE,,,,,,,,,,,
,,107XX S CHURCH ST,,,,,,,,,,,
,,107XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,107XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,107XX S DRAKE AVE,,,,,,,,,,,
,,107XX S EBERHART AVE,,,,,,,,,,,
,,107XX S EDBROOKE AVE,,,,,,,,,,,
,,107XX S EGGLESTON AVE,,,,,,,,,,,
,,107XX S EMERALD AVE,,,,,,,,,,,
,,107XX S EWING AVE,,,,,,,,,,,
,,107XX S FAIRFIELD AVE,,,,,,,,,,,
,,107XX S FOREST AVE,,,,,,,,,,,
,,107XX S GLENROY AVE,,,,,,,,,,,
,,107XX S GREEN BAY AVE,,,,,,,,,,,
,,107XX S GREEN ST,,,,,,,,,,,
,,107XX S HALE AVE,,,,,,,,,,,
,,107XX S HALSTED ST,,,,,,,,,,,
,,107XX S HARDING AVE,,,,,,,,,,,
,,107XX S HOMAN AVE,,,,,,,,,,,
,,107XX S HOXIE AVE,,,,,,,,,,,
,,107XX S INDIANA AVE,,,,,,,,,,,
,,107XX S KEDZIE AVE,,,,,,,,,,,
,,107XX S LA SALLE ST,,,,,,,,,,,
,,107XX S LAFAYETTE AVE,,,,,,,,,,,
,,107XX S LANGLEY AVE,,,,,,,,,,,
,,107XX S LAWNDALE AVE,,,,,,,,,,,
,,107XX S LONGWOOD DR,,,,,,,,,,,
,,107XX S LOOMIS ST,,,,,,,,,,,
,,107XX S MACKINAW AVE,,,,,,,,,,,
,,107XX S MICHIGAN AVE,,,,,,,,,,,
,,107XX S NORMAL AVE,,,,,,,,,,,
,,107XX S PARNELL AVE,,,,,,,,,,,
,,107XX S PEORIA ST,,,,,,,,,,,
,,107XX S PERRY AVE,,,,,,,,,,,
,,107XX S PRAIRIE AVE,,,,,,,,,,,
,,107XX S PROSPECT AVE,,,,,,,,,,,
,,107XX S RHODES AVE,,,,,,,,,,,
,,107XX S ROCKWELL ST,,,,,,,,,,,
,,107XX S SACRAMENTO AVE,,,,,,,,,,,
,,107XX S ST LOUIS AVE,,,,,,,,,,,
,,107XX S STATE ST,,,,,,,,,,,
,,107XX S TALMAN AVE,,,,,,,,,,,
,,107XX S TORRENCE AVE,,,,,,,,,,,
